image_id,task,n_votes,n_pos,n_neg,score,prob_usable,label
LeafRot803,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot804,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot805,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot806,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot807,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot808,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot809,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot810,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot811,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot812,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot813,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot814,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot815,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot816,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot817,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot818,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot819,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot820,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot821,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot822,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot823,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot824,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot825,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot826,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot827,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot828,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot829,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot830,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot831,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot832,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot833,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot834,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot835,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot836,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot837,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot838,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot839,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot840,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot841,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot842,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot843,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot844,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot845,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot846,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot847,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot848,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot849,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot850,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot851,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot852,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot853,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot854,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot855,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot856,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot857,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot858,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot859,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot860,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot861,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot862,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot863,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot864,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot865,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot866,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot867,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot868,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot869,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot870,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot871,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot872,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot873,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot874,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot875,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot876,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot877,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot878,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot879,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot880,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot881,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot882,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot883,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot884,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot885,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot886,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot887,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot888,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot889,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot890,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot891,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot892,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot893,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot894,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot895,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot896,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot897,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot898,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot899,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot900,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot901,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot902,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot903,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot904,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot905,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot906,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot907,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot908,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot909,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot910,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot911,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot912,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot913,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot914,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot915,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot916,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot917,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot918,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot919,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot920,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot921,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot922,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot923,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot924,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot925,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot926,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot927,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot928,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot929,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot930,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot931,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot932,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot933,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot934,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot935,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot936,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot937,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot938,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot939,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot940,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot941,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot942,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot943,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot944,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot945,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot946,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot947,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot948,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot949,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot950,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot951,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot952,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot953,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot954,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot955,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot956,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot957,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot958,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot959,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot960,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot961,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot962,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot963,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot964,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot965,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot966,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot967,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot968,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot969,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot970,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot971,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot972,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot973,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot974,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot975,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot976,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot977,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot978,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot979,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot980,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot981,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot982,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot983,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot984,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot985,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot986,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot987,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot988,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot989,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot990,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot991,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot992,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot993,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot994,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot995,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot996,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot997,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot998,2_foliar_disease,1,1,0,1.0,0.7311,1
LeafRot999,2_foliar_disease,1,1,0,1.0,0.7311,1
StemBleeding001,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding002,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding003,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding004,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding005,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding006,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding007,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding008,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding009,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding010,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding011,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding012,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding013,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding014,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding015,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding016,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding017,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding018,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding019,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding020,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding021,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding022,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding023,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding024,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding025,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding026,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding027,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding028,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding029,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding030,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding031,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding032,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding033,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding034,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding035,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding036,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding037,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding038,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding039,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding040,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding041,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding042,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding043,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding044,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding045,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding046,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding047,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding048,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding049,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding050,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding051,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding052,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding053,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding054,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding055,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding056,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding057,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding058,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding059,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding060,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding061,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding062,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding063,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding064,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding065,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding066,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding067,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding068,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding069,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding070,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding071,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding072,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding073,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding074,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding075,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding076,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding077,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding078,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding079,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding080,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding081,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding082,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding083,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding084,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding085,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding086,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding087,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding088,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding089,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding090,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding091,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding092,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding093,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding094,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding095,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding096,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding097,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding098,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding099,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding100,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding1000,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding1001,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding1002,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding1003,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding1004,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding1005,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding1006,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding101,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding102,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding103,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding104,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding105,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding106,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding107,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding108,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding109,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding110,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding111,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding112,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding113,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding114,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding115,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding116,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding117,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding118,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding119,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding120,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding121,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding122,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding123,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding124,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding125,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding126,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding127,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding128,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding129,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding130,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding131,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding132,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding133,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding134,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding135,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding136,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding137,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding138,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding139,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding140,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding141,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding142,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding143,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding144,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding145,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding146,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding147,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding148,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding149,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding150,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding151,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding152,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding153,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding154,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding155,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding156,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding157,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding158,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding159,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding160,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding161,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding162,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding163,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding164,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding165,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding166,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding167,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding168,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding169,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding170,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding171,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding172,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding173,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding174,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding175,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding176,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding177,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding178,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding179,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding180,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding181,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding182,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding183,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding184,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding185,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding186,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding187,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding188,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding189,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding190,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding191,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding192,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding193,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding194,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding195,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding196,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding197,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding198,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding199,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding200,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding201,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding202,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding203,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding204,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding205,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding206,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding207,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding208,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding209,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding210,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding211,3_trunk_disease,1,1,0,1.0,0.7311,1
StemBleeding212,3_trunk_disease,1,1,0,1.0,0.7311,1
